buh_empresa	buh_archivo	buh_fecha	buh_bodega	buh_codigo	buh_codigo_funcional	buh_codigo_vinculado	buh_codigo_generico	buh_estatus	buh_clasificacion	buh_responsable	buh_ctv	buh_pv	buh_precio_promocion	buh_promocion_desde	buh_promocion_hasta	buh_proveedor	buh_perfil	buh_horizonte	buh_tiempo_suministro	buh_frecuencia_reposicion	buh_gdb	buh_cam	buh_etapa	buh_nuevo_buffer_sugerido	buh_comportamiento	buh_consumo	buh_buffer_calculado	buh_cobertura_buffer	buh_cobertura_inventario_proyectado	buh_cobertura_pedido_minimo	buh_dias_desabastecimiento	buh_ventas_perdidas	buh_observaciones	buh_nuevo_buffer_real	buh_posponer_alerta_buf	buh_posponer_alerta_red	buh_posponer_alerta_gdb	buh_buffer_minimo	buh_buffer_maximo	buh_pedido_minimo	buh_redondeo_pedido_minimo	buh_pedido_minimo_grupo	buh_unidad_empaque	buh_redondeo_unidad_empaque	buh_porcentaje_atencion	buh_impacto_faltante	buh_buffer_actual	buh_zona_amarilla	buh_zona_roja	buh_color_inventario_fisico	buh_color_inventario_proyectado 	buh_ultimo_buffer	buh_buffer_anterior_estacion	buh_buffer_estacional	buh_inventario_proveedor	buh_inventario_fisico	buh_estado_inventario_fisico	buh_transito	buh_negociacion	buh_produccion	buh_embarcado	buh_comprometido	buh_backorder	buh_inventario_proyectado	buh_estado_inventario_proyectado	buh_ingresos	buh_egresos	buh_pedido_calculado_auxiliar	buh_pedido_calculado	buh_pedido_promedio	buh_pedido_real	buh_calendario_estacional	buh_accion_estacional	buh_etapa_estacional	buh_tdd	buh_idd	buh_roi_pasado	buh_roi_proyectado	buh_velocity	buh_nivel_servicio	buh_ultimo_cambio	buh_nuevo_inicio_horizonte	buh_inicio_horizonte	buh_fin_horizonte	buh_ultima_transferencia_ini	buh_ultima_transferencia_fin	buh_variabilidad	buh_rojo_acumulado	buh_negro	buh_rojo	buh_amarillo	buh_verde	buh_lila	emp_nombre	bod_nombre	ach_nombre	pro_nombre	pre_nombre	pro_descripcion	pro_grupo	pro_linea	pro_sublinea	pro_modelo	pro_familia	pro_subfamilia 	pro_categoria	pro_tipo	pro_marca	pro_cat_management	buh_estado_reposiciones	buh_fecha_nuevo_pedido	buh_fecha_esperada_arribo
1	11	2017-06-01	150309000000214	10000001183	\N	EC-CS-420ES-45LA	0	0	0	0	230.70	460.85	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	29.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	MOTOSIERRA CS-420-45 CON BARRA Y CADENA	MOTOSIERRAS 2T	AGROFORESTAL					MOTOSIERRAS		ECHO		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001185	\N	EC-DM-6110 EUSTD	0	0	0	0	309.96	621.29	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	0.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	NEBULIZADORA, PULVERIZADORA 23LITROS 	NEBULIZADORA 2T	AGROFORESTAL					FUMIGACION		ECHO		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001186	\N	EC-DM-6110-13EUSTD	0	0	0	0	316.67	614.00	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	NEBULIZADORA, PULVERIZADORA 13LITROS	NEBULIZADORA 2T	AGROFORESTAL					FUMIGACION		ECHO		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001188	\N	OT-2356	0	0	0	0	20.00	48.46	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	ORGANIZADOR DE PASTOS PROFESIONAL VALLE	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		EL VALLE		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001294	\N	EC-09510	0	0	0	0	39.39	93.48	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	7.00	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	ROLLO HILO NYLON SHINDAIWA 0.095 (870 MTS)  2.41MM 10LB	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		SHINDAIWA		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001295	\N	EC-10510	0	0	0	0	38.67	93.48	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	62.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	ROLLO HILO NYLON SHINDAIWA 0.105"(700MTS) 2.67MM 10LB	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		SHINDAIWA		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001296	\N	EC-13010	0	0	0	0	38.59	93.48	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	21.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	2.00	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	ROLLO HILO NYLON SHINDAIWA 0.130 (460MTS) 3.30 10LB	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		SHINDAIWA		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001314	\N	EC-EB500/EC1	0	0	0	0	248.95	550.48	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	1.00	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	SOPLADORA EB500	SOPLADORAS 2T	AGROFORESTAL					SOPLADORAS		SHINDAIWA		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001316	\N	EC-21560066	0	0	0	0	13.71	39.40	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	5.00	\N	\N	42.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	CABEZAL NYLON MANUAL ALTA CAPACIDAD (SRAH-205) 	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		ECHO		\N	\N	\N
1	11	2017-06-01	150309000000214	10000001361	\N	EC-X405000011	0	0	0	0	8.99	18.54	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	CUCHILLA TRUNCA TRES ELEMENTOS 9" (7116)	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		ECHO		\N	\N	\N
1	11	2017-06-01	150309000000214	100913102954875	\N	SH-80771	0	0	0	0	13.14	13.15	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	8.00	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	4.00	\N	\N	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	DISCO ACERO 3 PUNTAS 10"	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		SHINDAIWA		\N	\N	\N
1	11	2017-06-01	150309000000214	100913125817857	\N	EC-C350INTL	0	0	0	0	288.77	714.59	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	2.00	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	2.00	\N	\N	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	DESMALEZADORA C350	DESMALEZADORAS 2T	AGROFORESTAL					DESMALEZADORAS		SHINDAIWA		\N	\N	\N
1	11	2017-06-01	150309000000214	100913130112920	\N	EC-ES726	0	0	0	0	373.54	762.61	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	1.00	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	44.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	BOMBA DE FUMIGACION A MOTOR ES726	PULVERIZADORA 2T	AGROFORESTAL					FUMIGACION		SHINDAIWA		\N	\N	\N
1	11	2017-06-01	150309000000214	100913130317065	\N	EC-HT230/40LA	0	0	0	0	274.59	562.60	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	1.00	\N	\N	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	1.00	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	CORTASETOS HT230/40	CORTASETOS 2T	AGROFORESTAL					CORTASETOS		ECHO		\N	\N	\N
1	11	2017-06-01	150309000000214	10102013242119	\N	PTNUCOIMP-250CC	0	0	0	0	2.61	8.50	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	4.00	\N	\N	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	IMPULMAX X 250CC 	FITOHORMONAS 170 ppm SL	NUTRICIONAL					BIOESTIMULANTES		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	10102013242323	\N	PTNUCORFT-KIL	0	0	0	0	3.56	7.50	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	4.00	\N	\N	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	PROFESIONAL RAIZ FORTE G X KIL	104511 GR	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	10102013243032	\N	PTNUCOCBI-200G	0	0	0	0	0.94	2.75	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	6.00	\N	\N	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	AGROTAFOL COMBI X 200G 	MICROELEMENTOS SOLUBLES GR	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	10102013243843	\N	PTNUCOKPL-500CC	0	0	0	0	2.59	5.05	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	AGROTAFOL KPLUS X 500CC 	OXIDO DE POTASIO 40% SL	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	10102013244147	\N	PTNUCOFOS-500CC	0	0	0	0	3.01	6.45	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	AGROTAFOL FOSFITO X 500CC 	FOSFONATO POTASICO 70% SL	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	10102013245974	\N	PTFUCOSKK-100G	0	0	0	0	0.96	1.95	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	6.00	\N	\N	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	SKEKURA X 100G 	CARBENDAZIM 50% WP	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		\N	\N	\N
1	11	2017-06-01	150309000000214	10102013250582	\N	PTNUCOFOS-LIT	0	0	0	0	5.29	11.10	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	AGROTAFOL FOSFITO X LIT 	FOSFONATO POTASICO 70% SL	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	101020132521105	\N	PTNUFFBOR-250CC	0	0	0	0	1.34	2.30	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	AGROTAFOL CALCIO BORO X 250CC 	CALCIO 6% BORO 3% SL	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	101020132524108	\N	PTNUCOOPW-500CC	0	0	0	0	2.56	4.40	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	ORGANIC POWER X 500CC 	ACIDOS HUMICOS SL	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	101020132525110	\N	PTACCOYOG-100CC	0	0	0	0	1.34	6.00	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	4.00	\N	\N	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	YOGA X 100CC 	ABAMECTIN 2.0% Ec 	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		\N	\N	\N
1	11	2017-06-01	150309000000214	101020132528113	\N	PTNUCOAGV-500CC	0	0	0	0	2.47	4.95	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	22.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	AGROVERDOL X 500CC 	161612 SC	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
1	11	2017-06-01	150309000000214	101020132528114	\N	PTNUCOAGV-LIT	0	0	0	0	4.26	9.00	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-127	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	3.00	\N	\N	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-11	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	AGROTA SUKAMPO FERIA LIBRE	Central Sukampo.xlsm	Bodega Central Agrota	LOCAL	AGROVERDOL X LIT 	161612 SC	NUTRICIONAL					FERTILIZANTE FOLIAR		GREENLEAF		\N	\N	\N
